eip_number,Title,Author,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,author1_id,author2_id,author3_id,author4_id,author5_id,author6_id,author7_id,author8_id,author9_id,author10_id,author11_id,author12_id,author13_id,author14_id,author15_id
3009,Transfer With Authorization,"Peter Jihoon Kim (@petejkim), Kevin Britz (@kbrizzle), David Knott (@DavidLKnott)",Peter Jihoon Kim,Kevin Britz,David Knott,,,,,,,,,,,,,159,363.0,460.0,,,,,,,,,,,,
3014,eth_symbol JSON-RPC method,Peter Grassberger (@PeterTheOne),Peter Grassberger,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,
3026,BW6-761 curve operations,"Youssef El Housni (@yelhousni), Michael Connor (@iAmMichaelConnor), Aurore Guillevic <[email protected]>",Youssef El Housni,Michael Connor,Aurore Guillevic,,,,,,,,,,,,,161,113.0,461.0,,,,,,,,,,,,
3030,BLS Remote Signer HTTP API,Herman Junge (@hermanjunge),Herman Junge,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,
3041,Adds `baseFee` to `eth_getBlockByHash`,Abdelhamid Bakhta (@abdelhamidbakhta),Abdelhamid Bakhta,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,
3044,Adds `baseFee` to `eth_getBlockByNumber`,Abdelhamid Bakhta (@abdelhamidbakhta),Abdelhamid Bakhta,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,
3045,Adds `baseFee` to `eth_getUncleByBlockHashAndIndex`,Abdelhamid Bakhta (@abdelhamidbakhta),Abdelhamid Bakhta,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,
3046,Adds `baseFee` to `eth_getUncleByBlockNumberAndIndex`,Abdelhamid Bakhta (@abdelhamidbakhta),Abdelhamid Bakhta,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,
3068,Precompile for BN256 HashToCurve Algorithms,Dr. Christopher Gorman (@chgormanMH),Dr. Christopher Gorman,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,
3085,Wallet Add Ethereum Chain RPC Method (`wallet_addEthereumChain`),"Erik Marks (@rekmarks), Pedro Gomes (@pedrouid)",Erik Marks,Pedro Gomes,,,,,,,,,,,,,,167,120.0,,,,,,,,,,,,,
3091,Block Explorer API Routes,Pedro Gomes (@pedrouid),Pedro Gomes,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,
3135,Exclusive Claimable Token,Zhenyu Sun (@Ungigdu),Zhenyu Sun,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,
3143,Increase block rewards to 5 ETH,Ben Tinner (@Terra854),Ben Tinner,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,
3155,EVM trace specification,"Martin Holst Swende (@holiman), Marius van der Wijden (@MariusVanDerWijden)",Martin Holst Swende,Marius Van Der Wijden,,,,,,,,,,,,,,2,226.0,,,,,,,,,,,,,
3220,Crosschain Identifier Specification,"Weijia Zhang (@weijia31415), Peter Robinson (@drinkcoffee)",Weijia Zhang,Peter Robinson,,,,,,,,,,,,,,171,366.0,,,,,,,,,,,,,
3224,Described Data,"Richard Moore (@ricmoo), Nick Johnson (@arachnid)",Richard Moore,Nick Johnson,,,,,,,,,,,,,,22,10.0,,,,,,,,,,,,,
3234,Batch Flash Loans,"Alberto Cuesta Cañada (@albertocuestacanada), Fiona Kobayashi (@fifikobayashi), fubuloubu (@fubuloubu), Austin Williams (@onewayfunction)",Alberto Cuesta Cañada,Fiona Kobayashi,Bryant Eisenbach,Austin Williams,,,,,,,,,,,,170,365.0,327.0,525.0,,,,,,,,,,,
3238,Difficulty Bomb Delay to Q2/2022,Afri Schoedon (@q9f),Afri Schoedon,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,
3267,Giving Ethereum fees to Future Salaries,"Victor Porton (@vporton), Victor Porton <[email protected]>",Victor Porton,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,
3298,Removal of refunds,"Vitalik Buterin (@vbuterin), Martin Swende (@holiman)",Vitalik Buterin,Martin Holst Swende,,,,,,,,,,,,,,1,2.0,,,,,,,,,,,,,
3300,Phase out refunds,William Morriss (@wjmelements),William Morriss,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,
3322,Account gas storage opcodes,William Morriss (@wjmelements),William Morriss,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,
3326,Wallet Switch Ethereum Chain RPC Method (`wallet_switchEthereumChain`),Erik Marks (@rekmarks),Erik Marks,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,
3336,Paged memory allocation for the EVM,Nick Johnson (@arachnid),Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
3337,Frame pointer support for memory load and store operations,Nick Johnson (@arachnid),Nick Johnson,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
3368,"Increase block rewards to 3 ETH, with 2 Year Decay to 1 ETH Scheduled",Michael D. Carter (@BitsBeTrippin),Michael Carter,,,,,,,,,,,,,,,437,,,,,,,,,,,,,,
3372,5 FNV primes for ethash,"mineruniter969 (@mineruniter969), mineruniter969 <[email protected]>",mineruniter969,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,
3386,ERC-721 and ERC-1155 to ERC-20 Wrapper,Calvin Koder (@ashrowz),Calvin Koder,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,
3403,Partial removal of refunds,"Vitalik Buterin (@vbuterin), Martin Swende (@holiman)",Vitalik Buterin,Martin Holst Swende,,,,,,,,,,,,,,1,2.0,,,,,,,,,,,,,
3416,Median Gas Premium,"HexZorro (@hexzorro), Mojtaba Tefagh (@mtefagh)",HexZorro,Mojtaba Tefagh,,,,,,,,,,,,,,179,367.0,,,,,,,,,,,,,
3436,Expanded Clique Block Choice Rule,Danno Ferrin (@shemnon),Danno Ferrin,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,
3440,ERC-721 Editions Standard,Nathan Ginnever (@nginnever),Nathan Ginnever,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,
3450,Standardized Shamir Secret Sharing Scheme for BIP-39 Mnemonics,Daniel Streit (@danielstreit),Daniel Streit,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,
3508,Transaction Data Opcodes,Alex Papageorgiou (@alex-ppg),Alex Papageorgiou,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,
3520,Transaction Destination Opcode,Alex Papageorgiou (@alex-ppg),Alex Papageorgiou,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,
3521,Reduce access list cost,Matt Garnett (@lightclient),Matt Garnett,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,
3534,Restricted Chain Context Type Transactions,Isaac Ardis (@whilei),Isaac Ardis,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,
3569,Sealed NFT Metadata Standard,Sean Papanikolas (@pizzarob),Sean Papanikolas,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,
3584,Block Access List,"Gajinder Singh (@g11in), Piper Merriam (@pipermerriam)",Gajinder Singh,Piper Merriam,,,,,,,,,,,,,,187,17.0,,,,,,,,,,,,,
3589,Assemble assets into NFTs,"Zhenyu Sun (@Ungigdu), Xinqi Yang (@xinqiyang)",Zhenyu Sun,Xinqi Yang,,,,,,,,,,,,,,168,370.0,,,,,,,,,,,,,
3643,T-REX - Token for Regulated EXchanges,"Joachim Lebrun (@Joachim-Lebrun), Tony Malghem (@TonyMalghem), Kevin Thizy (@Nakasar), Luc Falempin (@lfalempin), Adam Boudjemaa (@Aboudjem)",Joachim Lebrun,Tony Malghem,Kevin Thizy,Luc Falempin,Adam Boudjemaa,,,,,,,,,,,189,372.0,465.0,528.0,557.0,,,,,,,,,,
3690,EOF - JUMPDEST Table,"Alex Beregszaszi (@axic), Pawe? Bylica (@chfast), Andrei Maiboroda (@gumb0)",Alex Beregszaszi,Pawel Bylica,Andrei Maiboroda,,,,,,,,,,,,,11,83.0,214.0,,,,,,,,,,,,
3709,Remove Support for Type 1 Transactions,Gregory Markou (@GregTheGreek),Gregory Markou,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,
3722,Poster,Auryn Macmillan (@auryn-macmillan),Auryn Macmillan,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,
3754,A Vanilla Non-Fungible Token Standard,Simon Tian (@simontianx),Simon Tian,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,
3756,Gas Limit Cap,lightclient (@lightclient),Matt Garnett,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,
3772,Compressed Integers,Soham Zemse (@zemse),Soham Zemse,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,
3788,Strict enforcement of chainId,Gregory Markou (@GregTheGreek),Gregory Markou,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,
3978,Gas refunds on reverts,"Anton Bukov (@k06a), Mikhail Melnik (@ZumZoom)",Anton Bukov,Mikhail Melnik,,,,,,,,,,,,,,195,374.0,,,,,,,,,,,,,
4341,Ordered NFT Batch Standard,Simon Tian (@simontianx),Simon Tian,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,
4353,Interface for Staked Tokens in NFTs,"Rex Creed (@aug2uag), Dane Scarborough <[email protected]>",Rex Creed,Dane Scarborough,,,,,,,,,,,,,,197,375.0,,,,,,,,,,,,,
4396,Time-Aware Base Fee Calculation,Ansgar Dietrichs (@adietrichs),Ansgar Dietrichs,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,
4430,Described Transactions,"Richard Moore (@ricmoo), Nick Johnson (@arachnid)",Richard Moore,Nick Johnson,,,,,,,,,,,,,,22,10.0,,,,,,,,,,,,,
4444,Bound Historical Data in Execution Clients,"George Kadianakis (@asn-d6), lightclient (@lightclient), Alex Stokes (@ralexstokes)",George Kadianakis,Matt Garnett,Alex Stokes,,,,,,,,,,,,,202,145.0,215.0,,,,,,,,,,,,
4488,Transaction calldata gas cost reduction with total calldata limit,"Vitalik Buterin (@vbuterin), Ansgar Dietrichs (@adietrichs)",Vitalik Buterin,Ansgar Dietrichs,,,,,,,,,,,,,,1,200.0,,,,,,,,,,,,,
4520,Mult-byte opcodes prefixed by EB and EC.,"Brayton Goodall (@Spore-Druid-Bray), Mihir Faujdar (@uink45)",Brayton Goodall,Mihir Faujdar,,,,,,,,,,,,,,205,379.0,,,,,,,,,,,,,
4521,721/20-compatible transfer,Ross Campbell (@z0r0z),Ross Campbell,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,
4524,Safer ERC-20,William Schwab (@wschwab),William Schwab,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,
4546,Wrapped Deposits,Justice Hudson (@jchancehud),Justice Hudson,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,
4573,Procedures for the EVM,"Greg Colvin (@gcolvin), Greg Colvin <[email protected]>",Greg Colvin,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,
4671,Non-Tradable Tokens Standard,"Omar Aflak (@omaraflak), Pol-Malo Le Bris, Marvin Martin (@MarvinMartin24)",Omar Aflak,Pol-Malo Le Bris,Marvin Martin,,,,,,,,,,,,,210,382.0,471.0,,,,,,,,,,,,
4747,Simplify EIP-161,Peter Davies (@petertdavies),Peter Davies,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,
4760,SELFDESTRUCT bomb,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",Guillaume Ballet,Vitalik Buterin,Dankrad Feist,,,,,,,,,,,,,142,1.0,188.0,,,,,,,,,,,,
4762,Statelessness gas cost changes,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",Guillaume Ballet,Vitalik Buterin,Dankrad Feist,,,,,,,,,,,,,142,1.0,188.0,,,,,,,,,,,,
4799,Non-Fungible Token Ownership Designation Standard,"David Buckman (@davidbuckman), Isaac Buckman (@isaacbuckman)",David Buckman,Isaac Buckman,,,,,,,,,,,,,,216,383.0,,,,,,,,,,,,,
4803,Limit transaction gas to a maximum of 2^63-1,Alex Beregszaszi (@axic),Alex Beregszaszi,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
4863,Beacon chain push withdrawals,"Alex Stokes (@ralexstokes), Danny Ryan (@djrtwo)",Alex Stokes,Danny Ryan,,,,,,,,,,,,,,215,50.0,,,,,,,,,,,,,
4885,Subscription NFTs and Multi Tokens,Jules Lai (@julesl23),Jules Lai,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,
4886,Proxy Ownership Register,Omnus Sunmo (@omnus),Omnus Sunmo,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,
4931,Generic Token Upgrade Standard,"John Peterson (@John-peterson-coinbase), Roberto Bayardo (@roberto-bayardo), David Núñez (@cygnusv)",John Peterson,Roberto Bayardo,David Núñez,,,,,,,,,,,,,225,386.0,476.0,,,,,,,,,,,,
5003,Insert Code into EOAs with AUTHUSURP,"Dan Finlay (@danfinlay), Sam Wilson (@SamWilsn)",Dan Finlay,Sam Wilson,,,,,,,,,,,,,,31,165.0,,,,,,,,,,,,,
5022,Increase price of SSTORE from zero to non-zero to 40k gas,Green (@greenlucid),Green,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,
5050,Interactive NFTs with Modular Environments,Alexi (@alexi),Alexi,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,
5065,Instruction for transferring ether,Mudit Gupta (@maxsam4),Mudit Gupta,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,
5094,URL Format for Ethereum Network Switching,"Luc van Kampen (@lucemans), Jakob Helgesson (@svemat01), Joshua Hendrix (@thejoshuahendrix)",Luc van Kampen,Jakob Helgesson,Joshua Hendrix,,,,,,,,,,,,,240,391.0,481.0,,,,,,,,,,,,
5095,Principal Token,"Julian Traversa (@JTraversa), Robert Robbins (@robrobbins), Alberto Cuesta Cañada (@alcueca)",Julian Traversa,Robert Robbins,Alberto Cuesta Cañada,,,,,,,,,,,,,241,392.0,170.0,,,,,,,,,,,,
5131,SAFE Authentication For ENS,"Wilkins Chung (@wwhchung), Jalil Wahdatehagh (@jwahdatehagh), Cry (@crydoteth), Sillytuna (@sillytuna), Cyberpnk (@CyberpnkWin)",Wilkins Chung,Jalil Wahdatehagh,Cry,Sillytuna,Cyberpnk,,,,,,,,,,,243,394.0,483.0,535.0,562.0,,,,,,,,,,
5143,Slippage Protection for Tokenized Vault,Hadrien Croubois (@amxx),Hadrien Croubois,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,
5185,NFT Updatable Metadata Extension,Christophe Le Bars (@clbrge),Christophe Le Bars,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,
5189,Account Abstraction via Endorsed Operations,"Agustín Aguilar (@agusx1211), Philippe Castonguay (@phabc)",Agustin Aguilar,Philippe Castonguay,,,,,,,,,,,,,,673,177.0,,,,,,,,,,,,,
5283,Semaphore for Reentrancy Protection,Sergio D. Lerner (@SergioDemianLerner),Sergio Demian Lerner,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,
5345,Silent Signing Extension for JSON-RPC,"Stanley Wu (@fruit37), Mücahit Büyüky?lmaz (@anndro), Muhammed Emin Ayd?n (@muhammedea)",Stanley Wu,Mücahit Büyükyılmaz,Muhammed Emin Aydın,,,,,,,,,,,,,256,403.0,487.0,,,,,,,,,,,,
5409,EIP-1155 Non-Fungible Token extension,Ronan Sandford (@wighawag),Ronan Sandford,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
5478,CREATE2COPY Opcode,Qi Zhou (@qizhou),Qi Zhou,,,,,,,,,,,,,,,685,,,,,,,,,,,,,,
5505,EIP-1155 asset backed NFT extension,liszechung (@liszechung),liszechung,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,
5559,Cross Chain Write Deferral Protocol,"Paul Gauvreau (@0xpaulio), Nick Johnson (@arachnid)",Paul Gauvreau,Nick Johnson,,,,,,,,,,,,,,271,10.0,,,,,,,,,,,,,
5560,Redeemable NFTs,"Olivier Fernandez (@fernandezOli), Frédéric Le Coidic (@FredLC29), Julien Béranger (@julienbrg)",Olivier Fernandez,Frédéric Le Coidic,Julien Béranger,,,,,,,,,,,,,272,410.0,491.0,,,,,,,,,,,,
5633,"Composable Soulbound NFT, EIP-1155 Extension",HonorLabs (@honorworldio),HonorLabs,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,
3,Addition of CALLDEPTH opcode,Martin Holst Swende <[email protected]>,Martin Holst Swende,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
67,"URI Scheme with Metadata, Value and Bytecode",Alex Van de Sande (@alexvansande),Alex Van de Sande,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,
875,Simpler NFT standard with batching and native atomic swaps,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Weiwu Zhang,James Sangalli,,,,,,,,,,,,,,40,306.0,,,,,,,,,,,,,
908,Reward clients for a sustainable network,"James Ray (@jamesray1), Micah Zoltu (@MicahZoltu)",James Ray,Micah Zoltu,,,,,,,,,,,,,,45,19.0,,,,,,,,,,,,,
999,Restore Contract Code at 0x863DF6BFa4469f3ead0bE8f9F2AAE51c91A907b4,Afri Schoedon (@5chdn),Afri Schoedon,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,
1123,Revised Ethereum Smart Contract Packaging Standard,"g. nicholas dandrea (@gnidan), Piper Merriam (@pipermerriam), Nick Gheorghita (@njgheorghita), Danny Ryan (@djrtwo)",g. nicholas d'andrea,Piper Merriam,Nick Gheorghita,Danny Ryan,,,,,,,,,,,,59,17.0,154.0,50.0,,,,,,,,,,,
1154,Oracle Interface,Alan Lu (@cag),Alan Lu,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,
1240,Remove Difficulty Bomb,Micah Zoltu (@MicahZoltu),Micah Zoltu,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
1355,Ethash 1a,"Pawe? Bylica (@chfast), Jean M. Cyr (@jean-m-cyr)",Pawel Bylica,Jean M. Cyr,,,,,,,,,,,,,,83,328.0,,,,,,,,,,,,,
1538,Transparent Contract Standard,Nick Mudge <[email protected]>,Nick Mudge,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,
1682,Storage Rent,"Felix J Lange (@fjl), Martin Holst Swende (@holiman)",Felix Lange,Martin Holst Swende,,,,,,,,,,,,,,6,2.0,,,,,,,,,,,,,
1706,Disable SSTORE with gasleft lower than call stipend,"Alex Forshtat <[email protected]>, Yoav Weiss <[email protected]>",Alex Forshtat,Yoav Weiss,,,,,,,,,,,,,,102,97.0,,,,,,,,,,,,,
1890,Commitment to Sustainable Ecosystem Funding,"Gregory Markou <[email protected]>, Kevin Owocki <[email protected]>, Lane Rettig <[email protected]>",Gregory Markou,Kevin Owocki,Lane Rettig,,,,,,,,,,,,,108,81.0,451.0,,,,,,,,,,,,
2025,Block Rewards Proposal for funding Eth1.x,James Hancock (@madeoftin),James Hancock,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,
2315,Simple Subroutines for the EVM,"Greg Colvin (@gcolvin), Martin Holst Swende (@holiman), Brooklyn Zelenka (@expede), John Max Skaller <[email protected]>",Greg Colvin,Martin Holst Swende,Brooklyn Zelenka,John Max Skaller,,,,,,,,,,,,20,2.0,44.0,518.0,,,,,,,,,,,
2458,Updates and Updated-by Header,Edson Ayllon (@edsonayllon),Edson Ayllon,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,
2677,Limit size of `initcode`,"Martin Holst Swende (@holiman), Pawe? Bylica (@chfast), Alex Beregszaszi (@axic)",Martin Holst Swende,Pawel Bylica,Alex Beregszaszi,,,,,,,,,,,,,2,83.0,11.0,,,,,,,,,,,,
2711,"Sponsored, expiring and batch transactions.",Micah Zoltu (@MicahZoltu),Micah Zoltu,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
2733,Transaction Package,Matt Garnett (@lightclient),Matt Garnett,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,
2780,Reduce intrinsic transaction gas,"Matt Garnett (@lightclient), Uri Klarman (@uriklarman)",Matt Garnett,Uri Klarman,,,,,,,,,,,,,,145,356.0,,,,,,,,,,,,,
2786,Ethereum Provider Connect/Disconnect Events,"Micah Zoltu (@MicahZoltu), Erik Marks (@rekmarks)",Micah Zoltu,Erik Marks,,,,,,,,,,,,,,19,167.0,,,,,,,,,,,,,
2972,Wrapped Legacy Transactions,Micah Zoltu (@MicahZoltu),Micah Zoltu,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,
3332,MEDGASPRICE Opcode,Justice Hudson (@jchancehud),Justice Hudson,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,
3338,Limit account nonce to 2^52,"Micah Zoltu (@MicahZoltu), Alex Beregszaszi (@axic)",Micah Zoltu,Alex Beregszaszi,,,,,,,,,,,,,,19,11.0,,,,,,,,,,,,,
3374,Predictable Proof-of-Work (POW) Sunsetting,Query0x (@Query0x),Query0x,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,
3382,Hardcoded Block Gas Limit,Philippe Castonguay (@PhABC),Philippe Castonguay,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,
3779,Safer Control Flow for the EVM,"Greg Colvin (@gcolvin), Greg Colvin <[email protected]>, Brooklyn Zelenka (@expede)",Greg Colvin,Brooklyn Zelenka,,,,,,,,,,,,,,20,44.0,,,,,,,,,,,,,
